id,brand,name,gender,price,currency,availability,sku,description,url,image_url
21,Canada Goose,Canada Goose Men's Crofton Hoody,Men,950,USD,https://schema.org/InStock,2227M,"The Canada Goose Crofton Hoody is the hooded jacket you’ll reach for all spring long: As a warm layer under your rain jacket on colder, rainier mornings; with a wind shell on blustery afternoons; by itself on those summer evenings with a hint of a chill. The Crofton Hoody is a versatile, lightweight all-rounder that even packs into itself for easy portability. Read more to see the features that set this Canada Goose Crofton hooded jacket apart.Features Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trimd for weightless warmth and effortless movement. Sueded Tricot chinguard adds softness and comfort Down filled adjustable hood with cordlock adds warmth and element protection. Signature double-stripe black reflective details at the back add visibility in low light Removable elasticized interior backpack straps allow jacket to be carried hands free over the shoulders Articulated sleeves and underarm gussets enhance fit and add range of motion.",https://www.escapeoutdoors.com/canada-goose-mens-crofton-hoody/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4368/32373/2227M-444-Boulder-Grey__93054.1746747400.png?c=1
22,Canada Goose,Canada Goose Men's Crofton Jacket Black Label,Men,895,USD,https://schema.org/OutOfStock,2228MB-61-S,"This is the jacket you’ll reach for all Spring long: As a warm layer under your rain jacket on colder, rainier mornings; with a wind shell on blustery afternoons; by itself on those summer evenings with a hint of a chill. The Crofton Jacket is a versatile, lightweight all-rounder that even packs into itself for easy portability.Features: Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement Removable elasticized interior backpack straps allow jacket to be carried hands-free over the shoulders Articulated sleeves and underarm gussets enhance fit and add range of motion Sleek, low-bulk Power Stretch® cuffs provide secured protection from the elements while providing easy entry Hem features interior drawcord to customize fit and block out cold winds 2 exterior pockets: hand pockets with zipper closures and tricot fabric at knuckle side for softness and warmth",https://www.escapeoutdoors.com/canada-goose-mens-crofton-jacket-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5151/36920/Canada-Goose-Mens-Crofton-Jacket-Black-Disc-Black__78235.1738910401.png?c=1
23,Canada Goose,Canada Goose Men's Crofton Jacket,Men,895,USD,https://schema.org/OutOfStock,2228M-222-XS,"No matter what the weather has in store, our Canada Goose Men’s Crofton Jacket is the jacket you’ll reach for all Spring long: As a warm layer under your rain jacket on colder, rainier mornings; with a wind shell on blustery afternoons; by itself on those summer evenings with a hint of a chill. The Canada Goose Crofton Jacket is a versatile, lightweight all-rounder that even packs into itself for easy portability.Features Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement. Down filled Sueded Tricot chinguard protect your face from the elements and provides added comfort. Removable elasticized interior backpack straps allow jacket to be carried hands free over the shoulders Articulated sleeves and underarm gussets enhance fit and add range of motion. Sleek, low bulk power stretch, cuffs provide secured protection from the elements while providing easy entry",https://www.escapeoutdoors.com/canada-goose-mens-crofton-jacket/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4369/32379/2228M-222-Ozone-Blue__21230.1760736770.png?c=1
24,Canada Goose,Canada Goose Men's Crofton Puffer Black Label,Men,1125,USD,https://schema.org/OutOfStock,2252MB-852-XS,"The Crofton Puffer is made with Recycled Feather-Light-Ripstop fabric—an ultra-lightweight fabric with ripstop construction and a water repellent finish. An all-season essential, this puffer jacket is packable and easy to stash away on the go.Features Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement Down-filled adjustable hood with cordlock adds warmth and element protection. Signature double-stripe black reflective details at the back add visibility in low light Removable elasticized interior backpack straps allow jacket to be carried hands-free over the shoulders Articulated sleeves and underarm gussets enhance fit and add range of motion Zippered side gussets for venting while on the move Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting Recessed rib-knit cuffs add comfort and lock in heat 2 exterior pockets: hand pockets with zipper closures and tricot fabric at knuckle side for softness and warmth",https://www.escapeoutdoors.com/canada-goose-mens-crofton-puffer-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4659/34022/Sagebrush__09272.1738877913.png?c=1
25,Canada Goose,Canada Goose Men's Crofton Puffer,Men,1125,USD,https://schema.org/OutOfStock,2252M-280-XS,"Make a statement in the newest addition to our Cypress collection. Introducing the Canada Goose Crofton Puffer. Crafted with our Recycled Feather-Light-Ripstop fabric, this everyday essential takes warmth and volume to the next level. An ideal winter companion, this puffer jacket is packable and easy to stash away on-the-go. Browse some of the features our men’s Crofton puffer offers.Features Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement Sueded Tricot chinguard adds softness and comfort Down-filled adjustable hood with cordlock adds warmth and element protection. Signature double-stripe black reflective details at the back add visibility in low light Removable elasticized interior backpack straps allow jacket to be carried hands-free over the shoulders Articulated sleeves and underarm gussets enhance fit and add range of motion Zippered side gussets for venting while on the move Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting",https://www.escapeoutdoors.com/canada-goose-mens-crofton-puffer/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4454/32881/NauticalDusk__67764.1738871902.png?c=1
26,Canada Goose,Canada Goose Men's Crofton Vest Black Label,Men,650,USD,https://schema.org/OutOfStock,2229MB-63-S,"Nothing beats the versatility of a vest--and this is the newest addition to our Crofton family. Designed for easy layering or core warmth when worn alone, the Crofton Vest is a versatile, lightweight all-rounder. It’s also ideal for travel, packing into its own pocket for peak portability.Features Packable into interior left pocket. When packed, cinchable bag and carrying straps make it easy for travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting 2 exterior pockets: hand pockets with zipper closures and tricot fabric at knuckle side for softness and warmth 1 exterior pocket: drop-in pocket",https://www.escapeoutdoors.com/canada-goose-mens-crofton-vest-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4865/35204/2229MB-Atlantic-Navy__25835.1738900691.png?c=1
27,Canada Goose,Canada Goose Men's Crofton Vest,Men,650,USD,https://schema.org/OutOfStock,2229M-444-XS,"Nothing beats the versatility of a vest—and this is the newest addition to our Crofton family. Introducing the Canada Goose Men’s Crofton Down Vest. Designed for easy layering or core warmth when worn alone, the Crofton Vest is a versatile, lightweight all-rounder. It’s also ideal for travel, packing into its own pocket for peak portability.Features Packable into interior left pocket. When packed, cinchable bag and exterior loops provide backpack strap capability for effortless travel This style features ultra lightweight channel fill construction paired with lightweight fabrics and trims for weightless warmth and effortless movement. Down filled Sueded Tricot chinguard protect your face from the elements and provides added comfort. Storm flap underneath 2 way zipper keeps the element out. Unzip from the bottom for added range of motion or venting 2 exterior pockets: hand pockets with zipper closures and tricot fabric at kncuckle side for softness and warmth 1 exterior pocket: drop in pocket",https://www.escapeoutdoors.com/canada-goose-mens-crofton-vest/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4370/32389/CG_001_87601ee3-ff44-4e51-ac4e-8d9d556d41be__78167.1746746990.jpg?c=1
28,Canada Goose,Canada Goose Men's Faber Bomber,Men,550,USD,https://schema.org/InStock,2441M-63-S,"The Faber Wind Bomber is made with AcclimaLuxe, a premium soft hand-feel chosen for dependable protection in unpredictable conditions. The Faber has a traditional bomber style with a knit framed hem, reflectivity strips for visibility and minimal pockets for a clean, elevated design.Features Interior porthole mesh for breathability Interior hanger loop Two-way front zipper with interior wind guard Relaxed raglan shoulders Interior drop-in pocket Reinforced zippered front hand pockets with bottom grosgrain tab",https://www.escapeoutdoors.com/canada-goose-mens-faber-bomber/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4858/35171/2441M-63-Atlantic-Navy__58867.1738900478.png?c=1
29,Canada Goose,Canada Goose Men's Freestyle Crew Vest CR,Men,650,USD,https://schema.org/InStock,2054M-852-S,"The Freestyle Crew Vest is crafted from Arctic Tech®, a fabric that is rooted in heritage within the Canada Goose story it’s designed to protect you in nature’s most extreme conditions and cold climates. Dry to the touch, this durable fabric with a water-repellent finish will keep you protected wherever adventure takes you. Features An update to a Canada Goose favourite, this version is a slimmer fit with a rounded collar Suede tricot lined collar for warmth and comfort Storm flap over center front zipper secured with snap buttons to keep out drafts Maximum storage with unique triple-function layered pockets and an interior security pocket",https://www.escapeoutdoors.com/canada-goose-mens-freestyle-crew-vest-cr/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5757/39979/2054M-Sagebrush__44242.1746746157.png?c=1
30,Canada Goose,Canada Goose Men's Freestyle Crew Vest,Men,650,USD,https://schema.org/InStock,4154M-11-XS,"Escape Outdoors proudly carries the Canada Goose Freestyle crew vest—the ultimate layering piece for your wardrobe that’s wearable in any season! This men’s Canada Goose vest is a classic and versatile garment that’s ideal on its own or as a supplementary, well-insulated layer. Select between signature Canada Goose fabric colors, including Atlantic Navy, Graphite, and the brand’s iconic shade of Red. Order your down-filled Canada Goose Freestyle crew vest today as a gift for a loved one, or as a special treat for yourself! Features An update to a Canada Goose favorite, this version is a slimmer fit with a rounded collar Suede tricot lined collar for warmth and comfort Storm flap over center front zipper secured with snap buttons to keep out drafts Maximum storage with unique triple-function layered pockets and an interior security pocket",https://www.escapeoutdoors.com/canada-goose-mens-freestyle-crew-vest/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4180/31191/product-canada-goose-mens-freestyle-crew-vest-red__21084.1760737382.jpg?c=1
31,Canada Goose,Canada Goose Men's Freestyle Vest PBI,Men,700,USD,https://schema.org/InStock,4154MPB-64-XS,"Looking for outerwear to help you face the cold? Introducing Escape Outdoors’ Canada Goose Men’s Freestyle Crew Vest PBI. This exceptional, down-filled vest is the ultimate layering piece that can be worn across all seasons. A classic, and versatile vest that is a well-insulated layer. A portion of the proceeds from the sale of this item will support research by the Polar Bears International organization and the preservation of polar bear habitats. Shop now to get your Canada Goose PBI Vest today. Features Canada Goose donates $50 from each sale of PBI jacket, which provides critical funding for polar bear and environmental research and advocacy Chin guard is lined with tricot fabric for softness and comfort Placket with snap closures over front zipper keeps the elements out 2 exterior pockets: double entry pockets with drop-in pockets set on top. Side entry are fleece-lined hand warmer pockets 2 interior pockets: security pocket with zipper closure, mesh drop-in pocket",https://www.escapeoutdoors.com/canada-goose-mens-freestyle-vest-pbi/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4455/32888/Canada-Goose-Mens-Freestyle-Vest-PBI-Royal-PBI-Blue__08968.1738871936.png?c=1
32,Canada Goose,Canada Goose Men's Garson Vest Black Label,Men,650,USD,https://schema.org/OutOfStock,4151MB-433-XS,"Take on unpredictable weather conditions with a classic, quilt-through vest that offers enduring warmth where it's needed most. Crafted with a protective, hi-low hem and a leather-trimmed standing collar, it shields against high winds. Wear it on its own or layered under a softshell for premium comfort.Features Suede tricot-lined chin guard for comfort Storm flap over center front zipper secured with snap buttons to keep out drafts Exterior fleece-lined handwarmer pockets and an interior drop-in pocket Hip-length, cut longer in the back for more protection from cold and wind",https://www.escapeoutdoors.com/canada-goose-mens-garson-vest-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4660/34031/NorthStarWhite_b218827b-ff0a-4808-b46b-866773cd22aa__66833.1746746058.png?c=1
33,Canada Goose,Canada Goose Men's Garson Vest Wool,Men,850,USD,https://schema.org/InStock,4151M1-1551-S,"Take on unpredictable weather conditions with a classic, quilt-through vest that offers enduring warmth where it’s needed most. This version of the Garson Vest is crafted in DynaLuxe Wool, a two-layer, windproof Italian wool. Complete with a protective, hi-low hem and a down-filled standing collar, it shields against high winds. Wear it on its own or layered under a softshell for premium comfort.Features: Suede tricot-lined chin guard for comfort Storm flap over center front zipper secured with snap buttons to keep out drafts Exterior fleece-lined handwarmer pockets and an interior drop-in pockets Hip-length, cut longer in the back for more protection from cold and wind Finished with a Canada Goose Disc",https://www.escapeoutdoors.com/canada-goose-mens-garson-vest-wool/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5160/36992/Canada-Goose-Mens-Garson-Vest-WR-Slate-Grey-Melange__60767.1738910678.png?c=1
34,Canada Goose,Canada Goose Men's Huron Full Zip Hoody,Men,425,USD,https://schema.org/OutOfStock,7401M-432-S,"Designed for all day comfort and softness, the Huron Full Zip Hoody is an excellent layering piece for year-round warmth. Made with 100% Cotton for softness and breathability, the Huron is your go-to for function and versatility.Features Medium weight cotton full zip hoody Adjustable hood with drawcords Stitch through diamond on upper back Rib-knit hem and cuffs provide tailored fit 2 front hand pockets Finished with a Canada Goose Disc",https://www.escapeoutdoors.com/canada-goose-mens-huron-full-zip-hoody/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4661/34038/7401M-432-Limestone__75796.1746749038.png?c=1
35,Canada Goose,Canada Goose Men's Huron Hoody Black Label,Men,375,USD,https://schema.org/OutOfStock,7403MB-49-S,"Made with 100% Cotton for breathability and comfort, the Huron Hoody has an adjustable hood with exterior drawcords, rib-knit hem and cuffs and one exterior kangaroo pocket. Our signature disc in tonal black on the left arm completes this style.Features Medium weight cotton hoody Adjustable hood with drawcords Stitch through diamond on upper back Rib-knit hem and cuffs provide tailored fit 1 kangaroo pocket Embroidered Canada Goose disc",https://www.escapeoutdoors.com/canada-goose-mens-huron-hoody-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4859/35178/7403MB-Military-Green__35855.1738900523.png?c=1
36,Canada Goose,Canada Goose Men's Hybridge Huron Full Zip Hoody,Men,650,USD,https://schema.org/OutOfStock,6843M-9717-S,The HyBridge® Huron Full Zip Hoody combines the breathability and softness of 100% cotton with the warmth of our tried-and-true HyBridge® family. Strategically placed down-fill around the core adds lightweight warmth where you need it most. Articulated rib-knit hem and cuffs lock in heat and the adjustable drawcord hood protects your face against the elements. Features Strategically placed down-fill panels for added warmth Adjustable hood with drawcords Stitch through diamond on upper back Canada Goose wordmark tape on zipper wind guard Rib-knit hem and cuffs provide tailored fit 2 front hand pockets Embroidered Canada Goose disc,https://www.escapeoutdoors.com/canada-goose-mens-hybridge-huron-full-zip-hoody/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5758/48657/6843M-9717__06621.1763085401.png?c=1
37,Canada Goose,Canada Goose Men's Hybridge Jacket,Men,895,USD,https://schema.org/InStock,2744M-63-XS,"If you’re looking for a jacket that’s the perfect combination of fashionable and functional, look no further than the HyBridge Jacket by Canada Goose. Blending the advantages of soft shell and down the HyBridge Hoody leverages our expertise in down insulation while ensuring outstanding flexibility. With our exclusive Thermal Mapping Technology, we insulate exactly where you need it most. And the addition of a hood means greater protection from wind and cold. Get your Canada Goose HyBridge Jacket today.Features Brushed tricot-lined collar for increased warmth Cut longer at the back for more protection from the cold and wind Elbow articulation for greater movement 3M reflective tape around sleeve cuffs for increased visibility Grab strap at the centre back Storm flap behind heavy-duty front zipper to protect you from the wind Adjustable hem, when pulled in tight, seals out cold and wind Centre back length: 29.25"" (74.3cm) Soft shell shell incorporates Polartec® Power Shield® Pro fabric with wicking properties and is treated with durable water-resistant finish Recessed stretch cuffs for comfort and warmth Internal stretchable pocket perfect for cell phone or MP3 player Two hand pockets secured with YKK® reversed coil zipper offer a place to store your belongings Fit: Slim Insulated Fill: 750 fill power Hutterite white duck down",https://www.escapeoutdoors.com/canada-goose-mens-hybridge-jacket/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5207/37254/Canada-Goose-Mens-Hybridge-Jacket-Atlantic-Navy_2ac4a7e6-f3dc-41b1-a92e-c93ca216bf94__94844.1746743040.png?c=1
38,Canada Goose,Canada Goose Men's Hybridge Knit Vest Black Label,Men,525,USD,https://schema.org/OutOfStock,6829MB-61-S,"The newest addition to our bestselling HyBridge® Knit family, the HyBridge® Knit Vest is the perfect layer of lightweight warmth. It can be worn as outerwear over a t-shirt, or under another jacket for an added layer of insulation without adding bulk to the arms. Thermal Mapping® places insulating down-filled panels where you need it most, and a breathable knit technique in areas that tend to overheat.Features: Strategically placed down-filled panels at the front body add durability, warmth and element protection where you need it Crafted with Merino wool, a natural performance fiber with properties including thermoregulation, moisture management, odour suppression and UV protection Thermal mapping® technology increases breathability in areas that are prone to overheating with a more open knit construction underarms Rib-knit collar, armholes and hem add comfort and shape retention 2 exterior pockets: hand pockets with hidden zipper closures are lined with soft knit fabric at knuckle side for comfort Finished with a Canada Goose disc",https://www.escapeoutdoors.com/canada-goose-mens-hybridge-knit-vest-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/5161/37000/6829MB-61-Black__81357.1738910712.png?c=1
39,Canada Goose,Canada Goose Men's Hybridge Knit Vest,Men,525,USD,https://schema.org/OutOfStock,6829M-67-XS,"The newest addition to our bestselling Hybridge Knit family, the Canada Goose HyBridge Knit Vest is the perfect layer of lightweight warmth. It can be worn as outerwear over a t-shirt, or under another jacket for an added layer of insulation without adding bulk to the arms. Thermal Mapping® places insulating down-filled panels where you need it most, and a breathable knit technique in areas that tend to overheat. Get your Canada Goose Men’s HyBridge Knit Vest today or browse our selection of Canada Goose products to find outerwear that’s right for you.Features Strategically placed down-filled panels at the front body add durability, warmth and element protection where you need it Crafted with Merino wool, a natural performance fiber with properties including thermoregulation, moisture management, odour suppression and UV protection Thermal Mapping: Increased breathability with a more varied knit construction in areas that are prone to overheating Rib-knit collar, armholes and hem add comfort and shape retention 2 exterior pockets: hand pockets with hidden zipper closures are lined with soft knit fabric at knuckle side for comfort",https://www.escapeoutdoors.com/canada-goose-mens-hybridge-knit-vest/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4507/33162/6829M-699-Iron-Grey__95026.1738873319.png?c=1
40,Canada Goose,Canada Goose Men's Hybridge Lite Tech Hoody,Men,795,USD,https://schema.org/OutOfStock,2712M-63-XS,"The Canada Goose Men’s HyBridge® Lite Down Hoody delivers lightweight, breathable warmth designed to move with you. New enhancements have been made this season, including a narrower quilting pattern at flex points to enhance fit. Perfect for active use, layering, or travel packability, HyBridge® Lite is as versatile as you need it to be.Features Down filled hood with stretch binding at opening adds warmth and element protection Collar is lined with tricot fabric for softness and comfort Thermal mapping technology places performance fabrics where you need them most to maximize warmth, breathability and movement Flex points are crafted with narrower quilting pattern to enhance fit and improve range of motion Cuffs with discreet thumbhole construction that can keep sleeves in place during active use or when layering Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting",https://www.escapeoutdoors.com/canada-goose-mens-hybridge-lite-tech-hoody/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4376/32435/2712M-63-Atlantic-Navy__72323.1757631048.png?c=1
41,Canada Goose,Canada Goose Men's Lockeport Jacket,Men,650,USD,https://schema.org/OutOfStock,2429M-433-S,"Inspired by the Science Research Jacket, a piece designed for scientists working in the harshest environments on earth. The Lockeport Jacket was adapted to have everything you need for everyday protection from the elements that transitions through multiple seasons.Features Adjustable hood adds warmth and element protection. Signature double-stripe reflective details across back panel add visibility in low light Sueded Tricot chinguard adds softness and comfort Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting Adjustable gusseted cuffs have webbing tabs that snap closed to keep the elements out 4 exterior pockets: hip pockets with webbed top flap and hidden snap closures. Slash pockets are set on top with fleece lining at knuckle side 2 interior pockets: security pocket with zipper closure, mesh drop-in pocket",https://www.escapeoutdoors.com/canada-goose-mens-lockeport-jacket/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4525/33258/2429M-North-Star-White__14087.1738873794.png?c=1
42,Canada Goose,Canada Goose Men's Lodge Hoody,Men,875,USD,https://schema.org/OutOfStock,5078M-222-XS,"This season, we’ve taken our best-selling Canada Goose Men’s Lodge Hoody and introduced it in a new matte finish. Warm and windproof but compressing to almost nothing, the Canada Goose Lodge Hoody is ideal for backcountry activities and lightweight packing. The full feature hood, drop down tail and extra nylon ripstop shell provide further protections, helping to keep valuable body heat in. Features Two hand pockets and one Napoleon chest pocket with zipper closures provide a place to safely store your belongings Stretch cuffs for comfort and warmth Jacket can be packed into brushed tricot lined inner pocket to create a comfy pillow Adjustable tunnel hood for better protection against high-winds Internal stretch mesh pocket for easy-access storage Hip-length with a drop tail Adjustable hem, when pulled in tight, seals out cold and wind Insulated front storm flap with a brushed tricot chin guard behind a two-way locking reversed coil zipper Brushed tricot at the back neck for increased warmth Double layer windproof shell provides increased protection from the cold and wind Centre back length: 30” (76.2cm)",https://www.escapeoutdoors.com/canada-goose-mens-lodge-hoody/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4273/31809/5078M-432__93626.1738863487.png?c=1
43,Canada Goose,Canada Goose Men's Lodge Jacket Black Label,Men,825,USD,https://schema.org/InStock,5079MB-61-XS,"Warm and windproof, the Lodge Jacket is perfect for mild winter days or cooler spring and fall evenings. Its ability to be packed neatly into its own inner pocket is ideal for backcountry activities.Features Packs into interior zipper pocket for easy storage in unpredictable weather and doubles as a travel pillow. Down-filled collar with tricot fabric chin guard for warmth and comfort. Collar and hem feature interior drawcords to customize fit and trap heat towards the body. Power Stretch® cuffs enhance fit and add comfort. Hem is longer in the back for added coverage and protection. Storm flap underneath 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting. 3 exterior pockets: chest pocket, 2 lower pockets. All pockets have zipper closures. 2 interior pockets: security pocket with zipper closure, mesh drop-in pocket.",https://www.escapeoutdoors.com/canada-goose-mens-lodge-jacket-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4664/34058/Canada-Goose-Mens-Lodge-Jacket-R-Black-Disc-Black__80941.1738878097.png?c=1
44,Canada Goose,Canada Goose Men's MacMillan Parka Black Label,Men,1250,USD,https://schema.org/OutOfStock,2080MB-433-2XS,"The MacMillan Parka is updated with streamlined hood details, added backpack straps and two additional interior pockets. This hip-length parka pairs great warmth with stylized features including a quilt-through design and a curved hemline. The MacMillan Parka provides fundamental protection regardless of the weather.ORIGINMade in CanadaDISCBlackHOOD TRIMNo TrimFeatures Adjustable down-filled Snorkel hood adds warmth and element protection Hood features a removable zipper guard for the option of changing your hood trim for a customized look and added protection (this jacket is not compatible with Heritage hood trims) Chin guard is lined with tricot fabric for softness and comfort Sleek interior hanging lining with backpack straps allow jacket to be carried hands-free over the shoulders Placket with snap closures over 2-way zipper keeps the elements out Storm flap underneath 2-way zipper adds a layer of protection Sleeve cuffs reinforced with CORDURA® fabric for added durability in high-abrasion areas Recessed rib knit cuffs Hip-length, cut longer in the back 2 Exterior fleece lined front pockets with zipper closures 3 interior pockets: 1 security pocket with zipper closure, 2 mesh drop-in pockets",https://www.escapeoutdoors.com/canada-goose-mens-macmillan-parka-black-label/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4820/34961/2080MB-Black__30956.1738898790.png?c=1
45,Canada Goose,Canada Goose Men's MacMillan Parka Wool,Men,1425,USD,https://schema.org/OutOfStock,3804M1-1162-3XL,"This version the MacMillan Parka is crafted in DynaLuxe Wool, a two-layer, windproof Italian wool. This hip-length parka couples great warmth with stylized features, including a quilt-through design and curved hemline. The MacMillan Parka provides protection for city living regardless of the weather.ORIGINMade in CanadaHOOD TRIMNo TrimFeatures Adjustable down-filled snorkel hood provides superior protection Chin guard is lined with tricot fabric for softness and comfort Recessed rib-knit cuffs add comfort and lock in heat Hem is longer in the back for added coverage and protection Placket with snap closures over 2-way zipper keeps the elements out. Unzip from the bottom for added range of motion or venting 2 exterior pockets: tricot-lined handwarmer pockets with zipper closures 1 interior pocket: security pocket with zipper closure Finished with a Canada Goose Disc",https://www.escapeoutdoors.com/canada-goose-mens-macmillan-parka-wool/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4666/34068/Canada-Goose-Mens-MacMillan-Parka-WR-Slate-Grey-Melange__29361.1760746782.png?c=1
46,Canada Goose,Canada Goose Men's Nanaimo Jacket,Men,575,USD,https://schema.org/OutOfStock,5608M-63-XS,"Designed for daily use in transitional seasons with our breathable Tri-Durance fabric for comfortable protection against downpours and strong winds. Mesh venting encourages airflow while keeping rain out and reflective details at the back add low light visibility.Features Jacket is lightweight enough to roll up and easily stow into hood. Once stowed away, cinch drawcord to pack down even further for easy travel Fully seam-sealed construction keeps rain out Hood has single adjustment point at back that cinches two ways at once. Extended brim construction with a head skirt underneath allows the hood to move with you and stay out of your line of sight. Signature double-stripe reflective details at brim and back add low light visibility Mesh venting underneath the back panel adds breathability and airflow while keeping rain out Signature double-stripe reflective details at the upper back for added visibility in low light Articulated sleeves and underarm gussets enhance fit and add range of motion Scalloped cuffs with reflective edges provide extra coverage and adjust with hook-and-loop closures to seal out rain Placket with snap closures over two-way zipper that unzips from the bottom for added range of motion or ventilation. Storm flap underneath zipper has reflective details and laser-cut perforations for added air flow 3 exterior pockets: upper grown-on construction pocket with top flap and hook-and-loop closure. 2 pockets with zipper closures. Chest pocket is envelope construction to keep the rain out, and all pockets are lined with mesh Interior pockets: none Silicone disc logo is waterproof",https://www.escapeoutdoors.com/canada-goose-mens-nanaimo-jacket/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4387/32489/5608M-63-Atlantic-Navy__05728.1746735930.png?c=1
47,Canada Goose,Canada Goose Men's Stormont 1/4 Zip Sweater,Men,525,USD,https://schema.org/InStock,7013M-699-XS,"As durable as it is comfortable, the Canada Goose Stormont 1/4-Zip Sweater is ready for everything from chilly autumn hikes to layering up at the ski resort. Crafted from Arctic Tech, this 1/4-zip sweat is warm, water-resistant, and wind-resistant to help keep you comfortable and protected in inclement weather. Plus, Canada Goose placed performance fabrics in high-abrasion areas to enhance its overall durability, as well as more breathable fabrics in areas where your body needs ventilation most. A secure, zippered pocket on the sleeve offers discreet storage for your keys or cash.Features Performance 1/4-zip sweater for chilly days spent outside Merino knit fabric regulates your temp and fights odors Cordura elbow patches bolster durability in high-wear areas Arctic Tech construction adds light protection in the elements Zippered sleeve pocket carries small items safely",https://www.escapeoutdoors.com/canada-goose-mens-stormont-1-4-zip-sweater/,https://cdn11.bigcommerce.com/s-gwewfpbggc/images/stencil/1280x1280/products/4327/32114/Canada-Goose-Mens-Stormont-1-4-Zip-Sweater-Iron-Grey__52873.1738865282.png?c=1
